景点id,景点名称,景点区域,景点级别,景点热度,景点简介,景点经纬度,景点地址
1105862940,荡口古镇,江苏·无锡·锡山区,,热度 0.0,素有“小苏州”的美称,"120.55571,31.532893",江苏省无锡市锡山区鹅湖镇蘅芳璐
3749753126,铁刹山,辽宁·本溪·本溪县,,热度 0.74,山中森林茂密、古木参天,"124.343831,41.299634",辽宁省本溪市本溪县溪田铁路南甸子车站西南
1675818059,一寨两国,云南·德宏·瑞丽市,,热度 0.0,“一个寨子分属两个国家”的独特景观,"97.802071,23.961167",云南省德宏瑞丽市
3580839155,龙脊峡漂流,广西·桂林·龙胜县,,热度 0.0,群山环绕的水上乐园，惊险刺激、趣味无穷,"110.083413,25.72716",广西省桂林市龙胜县和平乡大寨村
2150153409,康定跑马山风景区,四川·甘孜州·康定市,,热度 0.0,跑马溜溜的山上，一朵溜溜的云啊,"101.975526,30.053072",四川省甘孜康定县炉城镇
4056681598,金沙温泉度假中心,贵州·毕节·金沙县,3A景区,热度 0.0,夏季避暑，冬季养生的理想约泡圣地,"106.440118,27.403902",贵州省毕节市金沙县安底镇八寨村小龙井
187807166,恩龙世界木屋村,安徽·宣城·宁国市,4A景区,热度 0.76,看不尽的美，说不完的旖旎,"118.934462,30.660816",安徽省宣城宁国市宁港路8公里处
1466493325,天波杨府,河南·开封·龙亭区,,热度 0.9,天波杨府布局精巧，极具江南园林风格,"114.353764,34.816973",河南省开封市龙亭北路14号
1716586632,漓江竹筏精华游-杨堤段,广西·桂林·阳朔县,,热度 0.0,漓江竹筏精华游,"110.500806,24.784018",兴坪上船地址：广西桂林市阳朔县兴坪镇漓江竹筏码头（朝板山码头）。 杨堤上船地址：广西桂林市阳朔县葡萄镇杨堤码头。
971912526,燕莎热气球滑翔伞飞行,广西·桂林·阳朔县,,热度 0.0,俯瞰阳朔山水享受飞翔自由到达天地人融合,"110.501381,24.787955",广西省桂林市阳朔县山水大道燕莎热气球滑翔伞基地
1965460490,三峡大坝,湖北·宜昌·三峡大坝旅游区,,热度 0.0,体验乘坐“水上电梯”的感受,"111.059428,30.840983",湖北省宜昌市三峡坝区
1404368005,北京后花园,北京·北京·昌平区,,热度 0.7,四季美景扑面而来,"116.112708,40.130136",北京市昌平区太行山与燕山交汇处(中关村西北侧 )
3801583478,富春江,浙江·杭州·桐庐县,,热度 0.72,既可登山揽胜，又可泛舟荡游,"119.752414,29.855637",浙江省杭州市桐庐县
1478277733,澳门金沙酒店888美食天地,澳门·澳门·澳门半岛,,热度 0.0,提供享誉全球的拉斯维加斯式自助餐,"113.5525967,22.1920204",澳门大堂区孙逸仙大马路
2534957435,十渡孤山寨大峡谷瀑布群,北京·北京·十渡风景区,,热度 0.0,峡谷蜿蜒，山石奇异，瀑布飞鸣，景致幽美,"115.63386312763,39.642725761507",房山区十渡风景名胜区七渡村南
1105862940,荡口古镇,江苏·无锡·锡山区,,热度 0.0,素有“小苏州”的美称,"120.55571,31.532893",江苏省无锡市锡山区鹅湖镇蘅芳璐
3749753126,铁刹山,辽宁·本溪·本溪县,,热度 0.74,山中森林茂密、古木参天,"124.343831,41.299634",辽宁省本溪市本溪县溪田铁路南甸子车站西南
1675818059,一寨两国,云南·德宏·瑞丽市,,热度 0.0,“一个寨子分属两个国家”的独特景观,"97.802071,23.961167",云南省德宏瑞丽市
3580839155,龙脊峡漂流,广西·桂林·龙胜县,,热度 0.0,群山环绕的水上乐园，惊险刺激、趣味无穷,"110.083413,25.72716",广西省桂林市龙胜县和平乡大寨村
2150153409,康定跑马山风景区,四川·甘孜州·康定市,,热度 0.0,跑马溜溜的山上，一朵溜溜的云啊,"101.975526,30.053072",四川省甘孜康定县炉城镇
4056681598,金沙温泉度假中心,贵州·毕节·金沙县,3A景区,热度 0.0,夏季避暑，冬季养生的理想约泡圣地,"106.440118,27.403902",贵州省毕节市金沙县安底镇八寨村小龙井
187807166,恩龙世界木屋村,安徽·宣城·宁国市,4A景区,热度 0.76,看不尽的美，说不完的旖旎,"118.934462,30.660816",安徽省宣城宁国市宁港路8公里处
1466493325,天波杨府,河南·开封·龙亭区,,热度 0.9,天波杨府布局精巧，极具江南园林风格,"114.353764,34.816973",河南省开封市龙亭北路14号
1716586632,漓江竹筏精华游-杨堤段,广西·桂林·阳朔县,,热度 0.0,漓江竹筏精华游,"110.500806,24.784018",兴坪上船地址：广西桂林市阳朔县兴坪镇漓江竹筏码头（朝板山码头）。 杨堤上船地址：广西桂林市阳朔县葡萄镇杨堤码头。
971912526,燕莎热气球滑翔伞飞行,广西·桂林·阳朔县,,热度 0.0,俯瞰阳朔山水享受飞翔自由到达天地人融合,"110.501381,24.787955",广西省桂林市阳朔县山水大道燕莎热气球滑翔伞基地
1965460490,三峡大坝,湖北·宜昌·三峡大坝旅游区,,热度 0.0,体验乘坐“水上电梯”的感受,"111.059428,30.840983",湖北省宜昌市三峡坝区
1404368005,北京后花园,北京·北京·昌平区,,热度 0.7,四季美景扑面而来,"116.112708,40.130136",北京市昌平区太行山与燕山交汇处(中关村西北侧 )
3801583478,富春江,浙江·杭州·桐庐县,,热度 0.72,既可登山揽胜，又可泛舟荡游,"119.752414,29.855637",浙江省杭州市桐庐县
1478277733,澳门金沙酒店888美食天地,澳门·澳门·澳门半岛,,热度 0.0,提供享誉全球的拉斯维加斯式自助餐,"113.5525967,22.1920204",澳门大堂区孙逸仙大马路
2534957435,十渡孤山寨大峡谷瀑布群,北京·北京·十渡风景区,,热度 0.0,峡谷蜿蜒，山石奇异，瀑布飞鸣，景致幽美,"115.63386312763,39.642725761507",房山区十渡风景名胜区七渡村南
1105862940,荡口古镇,江苏·无锡·锡山区,,热度 0.0,素有“小苏州”的美称,"120.55571,31.532893",江苏省无锡市锡山区鹅湖镇蘅芳璐
3749753126,铁刹山,辽宁·本溪·本溪县,,热度 0.74,山中森林茂密、古木参天,"124.343831,41.299634",辽宁省本溪市本溪县溪田铁路南甸子车站西南
1675818059,一寨两国,云南·德宏·瑞丽市,,热度 0.0,“一个寨子分属两个国家”的独特景观,"97.802071,23.961167",云南省德宏瑞丽市
3580839155,龙脊峡漂流,广西·桂林·龙胜县,,热度 0.0,群山环绕的水上乐园，惊险刺激、趣味无穷,"110.083413,25.72716",广西省桂林市龙胜县和平乡大寨村
2150153409,康定跑马山风景区,四川·甘孜州·康定市,,热度 0.0,跑马溜溜的山上，一朵溜溜的云啊,"101.975526,30.053072",四川省甘孜康定县炉城镇
4056681598,金沙温泉度假中心,贵州·毕节·金沙县,3A景区,热度 0.0,夏季避暑，冬季养生的理想约泡圣地,"106.440118,27.403902",贵州省毕节市金沙县安底镇八寨村小龙井
187807166,恩龙世界木屋村,安徽·宣城·宁国市,4A景区,热度 0.76,看不尽的美，说不完的旖旎,"118.934462,30.660816",安徽省宣城宁国市宁港路8公里处
1466493325,天波杨府,河南·开封·龙亭区,,热度 0.9,天波杨府布局精巧，极具江南园林风格,"114.353764,34.816973",河南省开封市龙亭北路14号
1716586632,漓江竹筏精华游-杨堤段,广西·桂林·阳朔县,,热度 0.0,漓江竹筏精华游,"110.500806,24.784018",兴坪上船地址：广西桂林市阳朔县兴坪镇漓江竹筏码头（朝板山码头）。 杨堤上船地址：广西桂林市阳朔县葡萄镇杨堤码头。
971912526,燕莎热气球滑翔伞飞行,广西·桂林·阳朔县,,热度 0.0,俯瞰阳朔山水享受飞翔自由到达天地人融合,"110.501381,24.787955",广西省桂林市阳朔县山水大道燕莎热气球滑翔伞基地
1965460490,三峡大坝,湖北·宜昌·三峡大坝旅游区,,热度 0.0,体验乘坐“水上电梯”的感受,"111.059428,30.840983",湖北省宜昌市三峡坝区
1404368005,北京后花园,北京·北京·昌平区,,热度 0.7,四季美景扑面而来,"116.112708,40.130136",北京市昌平区太行山与燕山交汇处(中关村西北侧 )
3801583478,富春江,浙江·杭州·桐庐县,,热度 0.72,既可登山揽胜，又可泛舟荡游,"119.752414,29.855637",浙江省杭州市桐庐县
1478277733,澳门金沙酒店888美食天地,澳门·澳门·澳门半岛,,热度 0.0,提供享誉全球的拉斯维加斯式自助餐,"113.5525967,22.1920204",澳门大堂区孙逸仙大马路
2534957435,十渡孤山寨大峡谷瀑布群,北京·北京·十渡风景区,,热度 0.0,峡谷蜿蜒，山石奇异，瀑布飞鸣，景致幽美,"115.63386312763,39.642725761507",房山区十渡风景名胜区七渡村南
1105862940,荡口古镇,江苏·无锡·锡山区,,热度 0.0,素有“小苏州”的美称,"120.55571,31.532893",江苏省无锡市锡山区鹅湖镇蘅芳璐
3749753126,铁刹山,辽宁·本溪·本溪县,,热度 0.74,山中森林茂密、古木参天,"124.343831,41.299634",辽宁省本溪市本溪县溪田铁路南甸子车站西南
1675818059,一寨两国,云南·德宏·瑞丽市,,热度 0.0,“一个寨子分属两个国家”的独特景观,"97.802071,23.961167",云南省德宏瑞丽市
3580839155,龙脊峡漂流,广西·桂林·龙胜县,,热度 0.0,群山环绕的水上乐园，惊险刺激、趣味无穷,"110.083413,25.72716",广西省桂林市龙胜县和平乡大寨村
2150153409,康定跑马山风景区,四川·甘孜州·康定市,,热度 0.0,跑马溜溜的山上，一朵溜溜的云啊,"101.975526,30.053072",四川省甘孜康定县炉城镇
4056681598,金沙温泉度假中心,贵州·毕节·金沙县,3A景区,热度 0.0,夏季避暑，冬季养生的理想约泡圣地,"106.440118,27.403902",贵州省毕节市金沙县安底镇八寨村小龙井
187807166,恩龙世界木屋村,安徽·宣城·宁国市,4A景区,热度 0.76,看不尽的美，说不完的旖旎,"118.934462,30.660816",安徽省宣城宁国市宁港路8公里处
1466493325,天波杨府,河南·开封·龙亭区,,热度 0.9,天波杨府布局精巧，极具江南园林风格,"114.353764,34.816973",河南省开封市龙亭北路14号
1716586632,漓江竹筏精华游-杨堤段,广西·桂林·阳朔县,,热度 0.0,漓江竹筏精华游,"110.500806,24.784018",兴坪上船地址：广西桂林市阳朔县兴坪镇漓江竹筏码头（朝板山码头）。 杨堤上船地址：广西桂林市阳朔县葡萄镇杨堤码头。
971912526,燕莎热气球滑翔伞飞行,广西·桂林·阳朔县,,热度 0.0,俯瞰阳朔山水享受飞翔自由到达天地人融合,"110.501381,24.787955",广西省桂林市阳朔县山水大道燕莎热气球滑翔伞基地
1965460490,三峡大坝,湖北·宜昌·三峡大坝旅游区,,热度 0.0,体验乘坐“水上电梯”的感受,"111.059428,30.840983",湖北省宜昌市三峡坝区
1404368005,北京后花园,北京·北京·昌平区,,热度 0.7,四季美景扑面而来,"116.112708,40.130136",北京市昌平区太行山与燕山交汇处(中关村西北侧 )
3801583478,富春江,浙江·杭州·桐庐县,,热度 0.72,既可登山揽胜，又可泛舟荡游,"119.752414,29.855637",浙江省杭州市桐庐县
1478277733,澳门金沙酒店888美食天地,澳门·澳门·澳门半岛,,热度 0.0,提供享誉全球的拉斯维加斯式自助餐,"113.5525967,22.1920204",澳门大堂区孙逸仙大马路
2534957435,十渡孤山寨大峡谷瀑布群,北京·北京·十渡风景区,,热度 0.0,峡谷蜿蜒，山石奇异，瀑布飞鸣，景致幽美,"115.63386312763,39.642725761507",房山区十渡风景名胜区七渡村南
1105862940,荡口古镇,江苏·无锡·锡山区,,热度 0.0,素有“小苏州”的美称,"120.55571,31.532893",江苏省无锡市锡山区鹅湖镇蘅芳璐
3749753126,铁刹山,辽宁·本溪·本溪县,,热度 0.74,山中森林茂密、古木参天,"124.343831,41.299634",辽宁省本溪市本溪县溪田铁路南甸子车站西南
1675818059,一寨两国,云南·德宏·瑞丽市,,热度 0.0,“一个寨子分属两个国家”的独特景观,"97.802071,23.961167",云南省德宏瑞丽市
3580839155,龙脊峡漂流,广西·桂林·龙胜县,,热度 0.0,群山环绕的水上乐园，惊险刺激、趣味无穷,"110.083413,25.72716",广西省桂林市龙胜县和平乡大寨村
2150153409,康定跑马山风景区,四川·甘孜州·康定市,,热度 0.0,跑马溜溜的山上，一朵溜溜的云啊,"101.975526,30.053072",四川省甘孜康定县炉城镇
4056681598,金沙温泉度假中心,贵州·毕节·金沙县,3A景区,热度 0.0,夏季避暑，冬季养生的理想约泡圣地,"106.440118,27.403902",贵州省毕节市金沙县安底镇八寨村小龙井
187807166,恩龙世界木屋村,安徽·宣城·宁国市,4A景区,热度 0.76,看不尽的美，说不完的旖旎,"118.934462,30.660816",安徽省宣城宁国市宁港路8公里处
1466493325,天波杨府,河南·开封·龙亭区,,热度 0.9,天波杨府布局精巧，极具江南园林风格,"114.353764,34.816973",河南省开封市龙亭北路14号
1716586632,漓江竹筏精华游-杨堤段,广西·桂林·阳朔县,,热度 0.0,漓江竹筏精华游,"110.500806,24.784018",兴坪上船地址：广西桂林市阳朔县兴坪镇漓江竹筏码头（朝板山码头）。 杨堤上船地址：广西桂林市阳朔县葡萄镇杨堤码头。
971912526,燕莎热气球滑翔伞飞行,广西·桂林·阳朔县,,热度 0.0,俯瞰阳朔山水享受飞翔自由到达天地人融合,"110.501381,24.787955",广西省桂林市阳朔县山水大道燕莎热气球滑翔伞基地
1965460490,三峡大坝,湖北·宜昌·三峡大坝旅游区,,热度 0.0,体验乘坐“水上电梯”的感受,"111.059428,30.840983",湖北省宜昌市三峡坝区
1404368005,北京后花园,北京·北京·昌平区,,热度 0.7,四季美景扑面而来,"116.112708,40.130136",北京市昌平区太行山与燕山交汇处(中关村西北侧 )
3801583478,富春江,浙江·杭州·桐庐县,,热度 0.72,既可登山揽胜，又可泛舟荡游,"119.752414,29.855637",浙江省杭州市桐庐县
1478277733,澳门金沙酒店888美食天地,澳门·澳门·澳门半岛,,热度 0.0,提供享誉全球的拉斯维加斯式自助餐,"113.5525967,22.1920204",澳门大堂区孙逸仙大马路
2534957435,十渡孤山寨大峡谷瀑布群,北京·北京·十渡风景区,,热度 0.0,峡谷蜿蜒，山石奇异，瀑布飞鸣，景致幽美,"115.63386312763,39.642725761507",房山区十渡风景名胜区七渡村南
1105862940,荡口古镇,江苏·无锡·锡山区,,热度 0.0,素有“小苏州”的美称,"120.55571,31.532893",江苏省无锡市锡山区鹅湖镇蘅芳璐
3749753126,铁刹山,辽宁·本溪·本溪县,,热度 0.74,山中森林茂密、古木参天,"124.343831,41.299634",辽宁省本溪市本溪县溪田铁路南甸子车站西南
1675818059,一寨两国,云南·德宏·瑞丽市,,热度 0.0,“一个寨子分属两个国家”的独特景观,"97.802071,23.961167",云南省德宏瑞丽市
3580839155,龙脊峡漂流,广西·桂林·龙胜县,,热度 0.0,群山环绕的水上乐园，惊险刺激、趣味无穷,"110.083413,25.72716",广西省桂林市龙胜县和平乡大寨村
2150153409,康定跑马山风景区,四川·甘孜州·康定市,,热度 0.0,跑马溜溜的山上，一朵溜溜的云啊,"101.975526,30.053072",四川省甘孜康定县炉城镇
4056681598,金沙温泉度假中心,贵州·毕节·金沙县,3A景区,热度 0.0,夏季避暑，冬季养生的理想约泡圣地,"106.440118,27.403902",贵州省毕节市金沙县安底镇八寨村小龙井
187807166,恩龙世界木屋村,安徽·宣城·宁国市,4A景区,热度 0.76,看不尽的美，说不完的旖旎,"118.934462,30.660816",安徽省宣城宁国市宁港路8公里处
1466493325,天波杨府,河南·开封·龙亭区,,热度 0.9,天波杨府布局精巧，极具江南园林风格,"114.353764,34.816973",河南省开封市龙亭北路14号
1716586632,漓江竹筏精华游-杨堤段,广西·桂林·阳朔县,,热度 0.0,漓江竹筏精华游,"110.500806,24.784018",兴坪上船地址：广西桂林市阳朔县兴坪镇漓江竹筏码头（朝板山码头）。 杨堤上船地址：广西桂林市阳朔县葡萄镇杨堤码头。
971912526,燕莎热气球滑翔伞飞行,广西·桂林·阳朔县,,热度 0.0,俯瞰阳朔山水享受飞翔自由到达天地人融合,"110.501381,24.787955",广西省桂林市阳朔县山水大道燕莎热气球滑翔伞基地
1965460490,三峡大坝,湖北·宜昌·三峡大坝旅游区,,热度 0.0,体验乘坐“水上电梯”的感受,"111.059428,30.840983",湖北省宜昌市三峡坝区
1404368005,北京后花园,北京·北京·昌平区,,热度 0.7,四季美景扑面而来,"116.112708,40.130136",北京市昌平区太行山与燕山交汇处(中关村西北侧 )
3801583478,富春江,浙江·杭州·桐庐县,,热度 0.72,既可登山揽胜，又可泛舟荡游,"119.752414,29.855637",浙江省杭州市桐庐县
1478277733,澳门金沙酒店888美食天地,澳门·澳门·澳门半岛,,热度 0.0,提供享誉全球的拉斯维加斯式自助餐,"113.5525967,22.1920204",澳门大堂区孙逸仙大马路
2534957435,十渡孤山寨大峡谷瀑布群,北京·北京·十渡风景区,,热度 0.0,峡谷蜿蜒，山石奇异，瀑布飞鸣，景致幽美,"115.63386312763,39.642725761507",房山区十渡风景名胜区七渡村南
1105862940,荡口古镇,江苏·无锡·锡山区,,热度 0.0,素有“小苏州”的美称,"120.55571,31.532893",江苏省无锡市锡山区鹅湖镇蘅芳璐
3749753126,铁刹山,辽宁·本溪·本溪县,,热度 0.74,山中森林茂密、古木参天,"124.343831,41.299634",辽宁省本溪市本溪县溪田铁路南甸子车站西南
1675818059,一寨两国,云南·德宏·瑞丽市,,热度 0.0,“一个寨子分属两个国家”的独特景观,"97.802071,23.961167",云南省德宏瑞丽市
3580839155,龙脊峡漂流,广西·桂林·龙胜县,,热度 0.0,群山环绕的水上乐园，惊险刺激、趣味无穷,"110.083413,25.72716",广西省桂林市龙胜县和平乡大寨村
2150153409,康定跑马山风景区,四川·甘孜州·康定市,,热度 0.0,跑马溜溜的山上，一朵溜溜的云啊,"101.975526,30.053072",四川省甘孜康定县炉城镇
4056681598,金沙温泉度假中心,贵州·毕节·金沙县,3A景区,热度 0.0,夏季避暑，冬季养生的理想约泡圣地,"106.440118,27.403902",贵州省毕节市金沙县安底镇八寨村小龙井
187807166,恩龙世界木屋村,安徽·宣城·宁国市,4A景区,热度 0.76,看不尽的美，说不完的旖旎,"118.934462,30.660816",安徽省宣城宁国市宁港路8公里处
1466493325,天波杨府,河南·开封·龙亭区,,热度 0.9,天波杨府布局精巧，极具江南园林风格,"114.353764,34.816973",河南省开封市龙亭北路14号
1716586632,漓江竹筏精华游-杨堤段,广西·桂林·阳朔县,,热度 0.0,漓江竹筏精华游,"110.500806,24.784018",兴坪上船地址：广西桂林市阳朔县兴坪镇漓江竹筏码头（朝板山码头）。 杨堤上船地址：广西桂林市阳朔县葡萄镇杨堤码头。
971912526,燕莎热气球滑翔伞飞行,广西·桂林·阳朔县,,热度 0.0,俯瞰阳朔山水享受飞翔自由到达天地人融合,"110.501381,24.787955",广西省桂林市阳朔县山水大道燕莎热气球滑翔伞基地
1965460490,三峡大坝,湖北·宜昌·三峡大坝旅游区,,热度 0.0,体验乘坐“水上电梯”的感受,"111.059428,30.840983",湖北省宜昌市三峡坝区
1404368005,北京后花园,北京·北京·昌平区,,热度 0.7,四季美景扑面而来,"116.112708,40.130136",北京市昌平区太行山与燕山交汇处(中关村西北侧 )
3801583478,富春江,浙江·杭州·桐庐县,,热度 0.72,既可登山揽胜，又可泛舟荡游,"119.752414,29.855637",浙江省杭州市桐庐县
1478277733,澳门金沙酒店888美食天地,澳门·澳门·澳门半岛,,热度 0.0,提供享誉全球的拉斯维加斯式自助餐,"113.5525967,22.1920204",澳门大堂区孙逸仙大马路
2534957435,十渡孤山寨大峡谷瀑布群,北京·北京·十渡风景区,,热度 0.0,峡谷蜿蜒，山石奇异，瀑布飞鸣，景致幽美,"115.63386312763,39.642725761507",房山区十渡风景名胜区七渡村南
1105862940,荡口古镇,江苏·无锡·锡山区,,热度 0.0,素有“小苏州”的美称,"120.55571,31.532893",江苏省无锡市锡山区鹅湖镇蘅芳璐
3749753126,铁刹山,辽宁·本溪·本溪县,,热度 0.74,山中森林茂密、古木参天,"124.343831,41.299634",辽宁省本溪市本溪县溪田铁路南甸子车站西南
1675818059,一寨两国,云南·德宏·瑞丽市,,热度 0.0,“一个寨子分属两个国家”的独特景观,"97.802071,23.961167",云南省德宏瑞丽市
3580839155,龙脊峡漂流,广西·桂林·龙胜县,,热度 0.0,群山环绕的水上乐园，惊险刺激、趣味无穷,"110.083413,25.72716",广西省桂林市龙胜县和平乡大寨村
2150153409,康定跑马山风景区,四川·甘孜州·康定市,,热度 0.0,跑马溜溜的山上，一朵溜溜的云啊,"101.975526,30.053072",四川省甘孜康定县炉城镇
4056681598,金沙温泉度假中心,贵州·毕节·金沙县,3A景区,热度 0.0,夏季避暑，冬季养生的理想约泡圣地,"106.440118,27.403902",贵州省毕节市金沙县安底镇八寨村小龙井
187807166,恩龙世界木屋村,安徽·宣城·宁国市,4A景区,热度 0.76,看不尽的美，说不完的旖旎,"118.934462,30.660816",安徽省宣城宁国市宁港路8公里处
1466493325,天波杨府,河南·开封·龙亭区,,热度 0.9,天波杨府布局精巧，极具江南园林风格,"114.353764,34.816973",河南省开封市龙亭北路14号
1716586632,漓江竹筏精华游-杨堤段,广西·桂林·阳朔县,,热度 0.0,漓江竹筏精华游,"110.500806,24.784018",兴坪上船地址：广西桂林市阳朔县兴坪镇漓江竹筏码头（朝板山码头）。 杨堤上船地址：广西桂林市阳朔县葡萄镇杨堤码头。
971912526,燕莎热气球滑翔伞飞行,广西·桂林·阳朔县,,热度 0.0,俯瞰阳朔山水享受飞翔自由到达天地人融合,"110.501381,24.787955",广西省桂林市阳朔县山水大道燕莎热气球滑翔伞基地
1965460490,三峡大坝,湖北·宜昌·三峡大坝旅游区,,热度 0.0,体验乘坐“水上电梯”的感受,"111.059428,30.840983",湖北省宜昌市三峡坝区
1404368005,北京后花园,北京·北京·昌平区,,热度 0.7,四季美景扑面而来,"116.112708,40.130136",北京市昌平区太行山与燕山交汇处(中关村西北侧 )
3801583478,富春江,浙江·杭州·桐庐县,,热度 0.72,既可登山揽胜，又可泛舟荡游,"119.752414,29.855637",浙江省杭州市桐庐县
1478277733,澳门金沙酒店888美食天地,澳门·澳门·澳门半岛,,热度 0.0,提供享誉全球的拉斯维加斯式自助餐,"113.5525967,22.1920204",澳门大堂区孙逸仙大马路
2534957435,十渡孤山寨大峡谷瀑布群,北京·北京·十渡风景区,,热度 0.0,峡谷蜿蜒，山石奇异，瀑布飞鸣，景致幽美,"115.63386312763,39.642725761507",房山区十渡风景名胜区七渡村南
1105862940,荡口古镇,江苏·无锡·锡山区,,热度 0.0,素有“小苏州”的美称,"120.55571,31.532893",江苏省无锡市锡山区鹅湖镇蘅芳璐
3749753126,铁刹山,辽宁·本溪·本溪县,,热度 0.74,山中森林茂密、古木参天,"124.343831,41.299634",辽宁省本溪市本溪县溪田铁路南甸子车站西南
1675818059,一寨两国,云南·德宏·瑞丽市,,热度 0.0,“一个寨子分属两个国家”的独特景观,"97.802071,23.961167",云南省德宏瑞丽市
3580839155,龙脊峡漂流,广西·桂林·龙胜县,,热度 0.0,群山环绕的水上乐园，惊险刺激、趣味无穷,"110.083413,25.72716",广西省桂林市龙胜县和平乡大寨村
2150153409,康定跑马山风景区,四川·甘孜州·康定市,,热度 0.0,跑马溜溜的山上，一朵溜溜的云啊,"101.975526,30.053072",四川省甘孜康定县炉城镇
4056681598,金沙温泉度假中心,贵州·毕节·金沙县,3A景区,热度 0.0,夏季避暑，冬季养生的理想约泡圣地,"106.440118,27.403902",贵州省毕节市金沙县安底镇八寨村小龙井
187807166,恩龙世界木屋村,安徽·宣城·宁国市,4A景区,热度 0.76,看不尽的美，说不完的旖旎,"118.934462,30.660816",安徽省宣城宁国市宁港路8公里处
1466493325,天波杨府,河南·开封·龙亭区,,热度 0.9,天波杨府布局精巧，极具江南园林风格,"114.353764,34.816973",河南省开封市龙亭北路14号
1716586632,漓江竹筏精华游-杨堤段,广西·桂林·阳朔县,,热度 0.0,漓江竹筏精华游,"110.500806,24.784018",兴坪上船地址：广西桂林市阳朔县兴坪镇漓江竹筏码头（朝板山码头）。 杨堤上船地址：广西桂林市阳朔县葡萄镇杨堤码头。
971912526,燕莎热气球滑翔伞飞行,广西·桂林·阳朔县,,热度 0.0,俯瞰阳朔山水享受飞翔自由到达天地人融合,"110.501381,24.787955",广西省桂林市阳朔县山水大道燕莎热气球滑翔伞基地
1965460490,三峡大坝,湖北·宜昌·三峡大坝旅游区,,热度 0.0,体验乘坐“水上电梯”的感受,"111.059428,30.840983",湖北省宜昌市三峡坝区
1404368005,北京后花园,北京·北京·昌平区,,热度 0.7,四季美景扑面而来,"116.112708,40.130136",北京市昌平区太行山与燕山交汇处(中关村西北侧 )
3801583478,富春江,浙江·杭州·桐庐县,,热度 0.72,既可登山揽胜，又可泛舟荡游,"119.752414,29.855637",浙江省杭州市桐庐县
1478277733,澳门金沙酒店888美食天地,澳门·澳门·澳门半岛,,热度 0.0,提供享誉全球的拉斯维加斯式自助餐,"113.5525967,22.1920204",澳门大堂区孙逸仙大马路
2534957435,十渡孤山寨大峡谷瀑布群,北京·北京·十渡风景区,,热度 0.0,峡谷蜿蜒，山石奇异，瀑布飞鸣，景致幽美,"115.63386312763,39.642725761507",房山区十渡风景名胜区七渡村南
1105862940,荡口古镇,江苏·无锡·锡山区,,热度 0.0,素有“小苏州”的美称,"120.55571,31.532893",江苏省无锡市锡山区鹅湖镇蘅芳璐
3749753126,铁刹山,辽宁·本溪·本溪县,,热度 0.74,山中森林茂密、古木参天,"124.343831,41.299634",辽宁省本溪市本溪县溪田铁路南甸子车站西南
1675818059,一寨两国,云南·德宏·瑞丽市,,热度 0.0,“一个寨子分属两个国家”的独特景观,"97.802071,23.961167",云南省德宏瑞丽市
3580839155,龙脊峡漂流,广西·桂林·龙胜县,,热度 0.0,群山环绕的水上乐园，惊险刺激、趣味无穷,"110.083413,25.72716",广西省桂林市龙胜县和平乡大寨村
2150153409,康定跑马山风景区,四川·甘孜州·康定市,,热度 0.0,跑马溜溜的山上，一朵溜溜的云啊,"101.975526,30.053072",四川省甘孜康定县炉城镇
4056681598,金沙温泉度假中心,贵州·毕节·金沙县,3A景区,热度 0.0,夏季避暑，冬季养生的理想约泡圣地,"106.440118,27.403902",贵州省毕节市金沙县安底镇八寨村小龙井
187807166,恩龙世界木屋村,安徽·宣城·宁国市,4A景区,热度 0.76,看不尽的美，说不完的旖旎,"118.934462,30.660816",安徽省宣城宁国市宁港路8公里处
1466493325,天波杨府,河南·开封·龙亭区,,热度 0.9,天波杨府布局精巧，极具江南园林风格,"114.353764,34.816973",河南省开封市龙亭北路14号
1716586632,漓江竹筏精华游-杨堤段,广西·桂林·阳朔县,,热度 0.0,漓江竹筏精华游,"110.500806,24.784018",兴坪上船地址：广西桂林市阳朔县兴坪镇漓江竹筏码头（朝板山码头）。 杨堤上船地址：广西桂林市阳朔县葡萄镇杨堤码头。
971912526,燕莎热气球滑翔伞飞行,广西·桂林·阳朔县,,热度 0.0,俯瞰阳朔山水享受飞翔自由到达天地人融合,"110.501381,24.787955",广西省桂林市阳朔县山水大道燕莎热气球滑翔伞基地
1965460490,三峡大坝,湖北·宜昌·三峡大坝旅游区,,热度 0.0,体验乘坐“水上电梯”的感受,"111.059428,30.840983",湖北省宜昌市三峡坝区
1404368005,北京后花园,北京·北京·昌平区,,热度 0.7,四季美景扑面而来,"116.112708,40.130136",北京市昌平区太行山与燕山交汇处(中关村西北侧 )
3801583478,富春江,浙江·杭州·桐庐县,,热度 0.72,既可登山揽胜，又可泛舟荡游,"119.752414,29.855637",浙江省杭州市桐庐县
1478277733,澳门金沙酒店888美食天地,澳门·澳门·澳门半岛,,热度 0.0,提供享誉全球的拉斯维加斯式自助餐,"113.5525967,22.1920204",澳门大堂区孙逸仙大马路
2534957435,十渡孤山寨大峡谷瀑布群,北京·北京·十渡风景区,,热度 0.0,峡谷蜿蜒，山石奇异，瀑布飞鸣，景致幽美,"115.63386312763,39.642725761507",房山区十渡风景名胜区七渡村南
