景点id,景点名称,景点区域,景点级别,景点热度,景点简介,景点经纬度,景点地址
951676660,小皇帝岛,普吉岛,,热度 0.0,来欣赏岛上美丽的景色吧,"98.3489255,7.6023992","Ko Racha Yai, Phuket"
3328404325,皇帝岛,普吉岛,,热度 0.0,优美完整的天然热带岛屿风光,"98.368982,7.607531","chalong码头, Phuket 83000, Thailand"
495078716,四面佛,曼谷,,热度 0.0,四面佛在泰国被称为有求必应佛,"100.540451,13.744351",Th Ratchadamri & Th Ploenchit交叉路口
1458169084,印度门,孟买,,热度 1.0,"孟买的象征,融合印度和波斯文化建筑特色","72.834705,18.921836",亚洲-印度
2356484611,贾特拉帕蒂·希瓦吉火车站,孟买,,热度 0.0,历史的痕迹在这里留下,"0.0,0.0","Chhatrapati Shivaji Terminus, Mumbai"
491917321,孟买大学,孟买,,热度 0.0,印度历史悠久、规模宏大的综合性大学之一,"72.8304827213,18.9289803857","Karmaveer Bhaurao Patil Marg, Fort, Mumbai"
3310154420,泰姬陵,阿格拉,,热度 0.78,世界新七大奇迹,"78.041669,27.172774",亚洲-印度
2088161884,千人洗衣场,孟买,,热度 0.0,数千人同时洗衣的壮观场面,"72.8232678,18.9825235","Dhobi Ghat, Shanti Nagar, Lower Parel, Mumbai"
2304792298,阿格拉堡,阿格拉,,热度 0.82,印度伊斯兰艺术顶峰时期的代表作,"78.01749,27.180428",亚洲-印度
2179839421,威尔士王子博物馆,孟买,,热度 0.0,印度、尼泊尔、西藏等地各色艺术作品,"72.83183392,18.9266188","M.G Road, Fort, Mumbai"
3512206217,法塔赫布尔西格里,阿格拉,,热度 0.0,莫卧儿王朝都城,"77.67091,27.103908",印度阿格拉法塔赫布尔西格里
2150830736,克劳福德市场,孟买,,热度 0.0,具有历史气息的水果批发市场,"72.8313987,18.9464462","Lokmanya Tilak Marg, Chhatrapati Shivaji Terminus Area, Dhobi Talao, Mumbai"
2796765724,维多利亚纪念堂,加尔各答,,热度 0.0,维多利亚纪念堂于1905年建成，并由总督约翰.安德生爵士亲临主持揭幕式。纪念堂为纪念英女王维多利亚而建，维多利亚女王18,"88.342724,22.544386",亚洲-印度
1397030700,象岛,孟买,,热度 1.0,以“城堡城市”著称,"72.931944,18.9625",亚洲-印度
773943416,加迪沙湖,印度,,热度 0.0,加迪沙湖位于城墙的南面，曾作为这座古城的水源来源，为这座干旱的城市提供宝贵的居民生活用水，具有十分重要的地位。,"70.923103,26.908579","Postal Colony, Jaisalmer"
3960165197,琥珀堡,斋浦尔,,热度 0.0,印度古代藩王的都城,"75.851323,26.986049","Jaipur, Rajasthan 302001, India"
2015316535,米纳克希神庙,孟买,,热度 0.0,马杜赖的城市标志,"78.119288,9.919826","Madurai, Tamil Nadu 625001 印度"
3785938284,湿婆神庙,瓦拉纳西,,热度 0.0,印度地位很高的印度教寺庙之一,"83.0105388165,25.3107924953","Varanasi, Uttar Pradesh 221001 India"
2213925486,芭堤雅蒂芬妮人妖秀,武里府·芭堤雅,,热度 0.0,东南亚地区真正的人妖秀表演,"100.8863132,12.9488227","464 Moo9, Pattaya 2nd Rd, Nongprue, Banglamung, Pattaya"
1897121058,暹罗海洋世界,曼谷,,热度 0.0,超过3万只的海洋生物世界等你去探索,"100.534594,13.746784","Siam Paragon B1-2, 991 Rama 1 Road, Bangkok"
1484862987,普吉岛西蒙人妖表演秀,普吉岛,,热度 0.0,享用视觉盛宴,"98.2899071,7.8787725","8 Sirirat Rd, Tambon Patong, Amphoe Kathu, Chang Wat Phuket 83150泰国"
3843508073,芭提雅成人秀,武里府·芭堤雅,,热度 0.0,夜间神秘芭提雅，感受不 一样的人妖表演,"100.8891916,12.9481208","98/64 หมู่ 6 ต.นาเกลือ, บางละมุง, Amphoe Bang Lamung, Chang Wat Chon Buri 20150泰国"
2033551723,普吉岛天皇成人秀,普吉岛,,热度 0.0,‘很暴力’的成人表演,"98.298981,7.8975878","PHANG MUANG SAI KOR RD, PA Tong, Kathu, Phuket, Thailand"
1682054421,夜游湄南河游轮,曼谷,,热度 0.0,体验湄南河的另一种风情,"99.2064641,14.616418","river city shoppingcomplex,room122-126 level1.soi chareokrung 30 Sampantong"
3450136463,克里普索人妖秀,曼谷,,热度 0.0,开启一场饕餮视觉盛宴，“美女”香艳登场,"100.502728,13.702838","Asiatique The Riverfront, 2194 Charoenkrung Rd., Praya Krai, Bangkor Laem, Bangkok 10120"
2349996759,格兰岛,武里府·芭堤雅,,热度 0.0,享有“东方夏威夷”之喻,"55.196955,11.428827",泰国芭堤雅
3780696396,丹嫩沙多水上集市,曼谷,,热度 0.0,乘坐小船游览水上集市，体验船上购物的乐趣,"99.96008,13.519455","泰国曼谷市西南，距离市内约80公里;Damnoen Saduak District, Ratchaburi"
1898649713,清迈古城,清迈府·清迈,,热度 0.0,清迈兰纳泰王朝古国的王室宫殿遗址,"98.9817163,18.7060641","Mueang Chiang Mai District, Chiang Mai"
3514541190,小皮皮岛,普吉岛,,热度 0.0,好莱坞影片《海滩》的外景地,"98.768779,7.680467","Puket, Thailand"
2433237771,美功铁道市场,曼谷,,热度 0.0,铁轨上的集市,"99.954616001985,13.429861983360999","Phet Samut, Mae Klong, Mueang Samut Songkhram, Samut Songkhram"
951676660,小皇帝岛,普吉岛,,热度 0.0,来欣赏岛上美丽的景色吧,"98.3489255,7.6023992","Ko Racha Yai, Phuket"
3328404325,皇帝岛,普吉岛,,热度 0.0,优美完整的天然热带岛屿风光,"98.368982,7.607531","chalong码头, Phuket 83000, Thailand"
495078716,四面佛,曼谷,,热度 0.0,四面佛在泰国被称为有求必应佛,"100.540451,13.744351",Th Ratchadamri & Th Ploenchit交叉路口
1772796470,孟买电影城,马哈拉施特拉邦·马哈拉施特拉邦,,热度 0.0,为电影制片商提供外景地,"72.8841215,19.1611184","M. A. H Film Stage Industrial Corporation, Near Aarey Colony, S. V Road, Goregaon East, Mumbai"
353504038,纳西克小镇,马哈拉施特拉邦·马哈拉施特拉邦,,热度 0.0,历史文化小镇,"73.7334398,19.9911106",马哈拉施特拉纳西克
2837521135,月亮古井,斋浦尔,,热度 0.0,倒扣过来的金字塔,"104.1361118,35.780287","near, Chand Baoli Step Well, Abhaneri,, Bandikui, Rajasthan"
684052424,罗摩王庙,瓦拉纳西,,热度 0.0,寺院内的壁画上雕刻着罗摩故事,"82.9981927,25.2872399","Durga Kund Sankat Mochan Rd, Near Jalan, Durga Kund, Tulsi Manas Mandir Colony, Naria, Varanasi, Uttar Pradesh 221005"
2562060814,阿哥拉红堡,德里国家首都辖区·新德里,,热度 0.0,靠在圣河——雅沐娜河西岸，有着四百多年的历史、高达 20多米的城墙的雄伟建筑。是以前统一印度的蒙末尔王朝皇帝的宫殿，全部,"0.0,0.0",亚洲-印度
4030200798,鹿野苑,瓦拉纳西,,热度 0.0,佛教正量部的中心之一,"83.021389,25.381111",亚洲-印度
1666274993,印度wifi,印度,,热度 0.0,3G网络不限流量、不限时长,"78.9632,20.592961",亚洲-印度
3082821960,焦特普尔,印度,,热度 0.0,沙漠中的艳丽之城,"72.8904576,26.2702848",印度拉贾斯坦邦焦特布尔
3408096396,阿勒皮,喀拉拉,,热度 0.0,有“印度威尼斯”之称,"76.2720653,9.5010297","Alappuzha, Kerala, 印度"
3922901632,千柱神庙,印度,,热度 0.0,1444根不同雕刻的千柱神庙,"73.687812,24.5909675","Chetak Circle, Udaipur, Rajasthan"
2389638281,迈索尔皇宫,印度,,热度 0.0,标志性建筑,"76.6529596,12.3051351",Sayyaji Rao Rd，Mysuru， Karnataka
400495422,贾斯旺特纪念堂,印度,,热度 0.0,一座为纪念王宫贾斯旺特辛格二世而建造的白色大理石纪念堂。,"73.025152,26.303832","Lawaran, Jodhpur, Rajasthan"
87053479,蒂鲁玛莱·纳亚克宫,孟买,,热度 0.0,宫殿是当地非常著名的景点之一，位于著名景点神庙不远处。这座宫殿是印度回教徒的宫殿，建于15世纪中期，很多地方已经损坏坍塌,"72.8776559,19.0759837","Madurai, India"
3687810780,恒河,瓦拉纳西,,热度 0.0,恒河是印度的母亲河也是瓦拉纳西的生命源头,"83.010965,25.308339","Dashaswmedh Ghat Rd, Near Dashaswmedh Ghat, Bangali Tola, Varanasi, Uttar Pradesh 221001,India"
2323228947,红堡,德里国家首都辖区·新德里,,热度 1.0,莫卧儿王朝第五代帝王沙杰汗建造的城堡,"77.240921,28.656267","Netaji Subhash Marg, Chandni Chowk, New Delhi"
2279562269,顾特卜塔,德里国家首都辖区·新德里,,热度 1.0,顾特卜塔位于新德里15公里的梅特乌里村，建于1193年。这座红砂石尖塔高72.5米。基座直径14.32米，塔峰直径2.7,"0.0,0.0",亚洲-印度
2397712660,查蒙迪山,印度,,热度 0.0,海拔1062�
